bhk,locality,Price,sqft,status,Possession,price_per_sqft,Age_old,bath
3,Kondhwa,95 L,1500,Ready to move,,"6,333 / sq ft",16,3
2,Kondhwa,75 L,850,Ready to move,,"8,823 / sq ft",17,2
4,Kondhwa,3 Cr,3500,Ready to move,,"8,571 / sq ft",16,3
2,Kondhwa,64 L,950,Ready to move,,"6,736 / sq ft",16,2
2,Kondhwa,65 L,950,Ready to move,,"6,842 / sq ft",16,2
1,Kondhwa,45 L,610,Ready to move,,"7,377 / sq ft",16,1
1,Kondhwa,44 L,610,Ready to move,,"7,213 / sq ft",16,1
1,Kondhwa,43 L,610,Ready to move,,"7,049 / sq ft",16,1
1,Kondhwa,42 L,610,Ready to move,,"6,885 / sq ft",16,1
1,Kondhwa,41 L,610,Ready to move,,"6,721 / sq ft",16,1
1,Kondhwa,40 L,610,Ready to move,,"6,557 / sq ft",16,1
3,NIBM,1.7 Cr,1500,Ready to move,,"11,333 / sq ft",15,3
2,Undri,75 L,850,Ready to move,,"8,823 / sq ft",16,2
2,Kondhwa,60 L,1000,Ready to move,,"6,000 / sq ft",17,2
2,Kondhwa,65 L,1000,Ready to move,,"6,500 / sq ft",17,2
3,Kondhwa,1.5 Cr,1600,Ready to move,,"9,375 / sq ft",16,3
2,Kondhwa,65 L,1000,Ready to move,,"6,500 / sq ft",17,2
2,Kondhwa,85 L,1000,Ready to move,,"8,500 / sq ft",16,2
2,Kondhwa,65 L,950,Ready to move,,"6,842 / sq ft",15,2
3,Kondhwa,1.1 Cr,1500,Ready to move,,"7,333 / sq ft",15,3
2,Kondhwa,70 L,1000,Ready to move,,"7,000 / sq ft",14,2
3,Kondhwa,1 Cr,1500,Ready to move,,"6,666 / sq ft",14,3
2,Kondhwa,65 L,950,Ready to move,,"6,842 / sq ft",18,2
3,Kondhwa,1.1 Cr,1500,Ready to move,,"7,333 / sq ft",16,3
2,Kondhwa,65 L,950,Ready to move,,"6,842 / sq ft",16,2
3,Kondhwa,1.8 Cr,1700,Ready to move,,"10,588 / sq ft",17,3
2,Kondhwa,55 L,1105,Ready to move,,"4,977 / sq ft",17,2
2,Kondhwa,65 L,1000,Ready to move,,"6,500 / sq ft",17,2
3,Kondhwa,75 L,1300,Ready to move,,"5,769 / sq ft",16,2
2,Kondhwa,65 L,950,Ready to move,,"6,842 / sq ft",17,2
3,Kondhwa,1.5 Cr,1700,Ready to move,,"8,823 / sq ft",16,3
2,Kondhwa,75 L,1000,Ready to move,,"7,500 / sq ft",15,2
2,Kondhwa,70 L,1000,Ready to move,,"7,000 / sq ft",11,2
2,Kondhwa,75 L,950,Ready to move,,"7,894 / sq ft",15,2
3,Kondhwa,1 Cr,1300,Ready to move,,"7,692 / sq ft",15,3
2,Kondhwa,68 L,950,Ready to move,,"7,157 / sq ft",15,2
2,Kondhwa,63 L,950,Ready to move,,"6,631 / sq ft",15,2
2,Kondhwa,64 L,950,Ready to move,,"6,736 / sq ft",15,2
2,Kondhwa,65 L,1000,Ready to move,,"6,500 / sq ft",16,2
2,Kondhwa,60 L,1000,Ready to move,,"6,000 / sq ft",16,2
3,Kondhwa,2 Cr,2200,Ready to move,,"9,090 / sq ft",17,3
2,Kondhwa,70 L,1200,Ready to move,,"5,833 / sq ft",17,2
2,Kondhwa,50 L,850,Ready to move,,"5,882 / sq ft",17,2
3,Kondhwa,80 L,1400,Ready to move,,"5,714 / sq ft",16,3
2,Kondhwa,85 L,1000,Ready to move,,"8,500 / sq ft",16,2
2,Kondhwa,45 L,850,Ready to move,,"5,294 / sq ft",17,2
3,Kondhwa,1.3 Cr,1550,Ready to move,,"8,387 / sq ft",16,3
3,Kondhwa,1.3 Cr,1600,Ready to move,,"8,125 / sq ft",15,3
3,Kondhwa,1 Cr,1500,Ready to move,,"6,666 / sq ft",16,3
3,Kondhwa,1.3 Cr,1650,Ready to move,,"7,878 / sq ft",15,3
3,Kondhwa,1.4 Cr,1650,Ready to move,,"8,484 / sq ft",16,3
1,Kondhwa,41 L,550,Ready to move,,"7,454 / sq ft",14,1
2,Kondhwa,80 L,1000,Ready to move,,"8,000 / sq ft",17,2
2,Kondhwa,75 L,1000,Ready to move,,"7,500 / sq ft",17,2
2,Kondhwa,56 L,1038,Ready to move,,"5,394 / sq ft",17,2
2,Kondhwa,70 L,1030,Ready to move,,"6,796 / sq ft",17,2
2,Kondhwa,55 L,1100,Ready to move,,"5,000 / sq ft",17,2
2,Kondhwa,95 L,1500,Ready to move,,"6,333 / sq ft",16,2
3,NIBM Annex Mohammadwadi,75 L,1500,Ready to move,,"5,000 / sq ft",16,3
3,Undri,80 L,1500,Ready to move,,"5,333 / sq ft",16,3
3,Undri,85 L,1500,Ready to move,,"5,666 / sq ft",17,3
3,Kondhwa,1.1 Cr,1400,Ready to move,,"7,857 / sq ft",16,3
2,Kondhwa,95 L,1100,Ready to move,,"8,636 / sq ft",17,2
3,Kondhwa,1.1 Cr,1500,Ready to move,,"7,333 / sq ft",17,3
2,Kondhwa,72 L,950,Ready to move,,"7,578 / sq ft",17,2
2,Kondhwa,75 L,1100,Ready to move,,"6,818 / sq ft",16,2
3,Kondhwa,1 Cr,1400,Ready to move,,"7,142 / sq ft",17,3
3,Kondhwa,85 L,1500,Ready to move,,"5,666 / sq ft",16,3
3,Kondhwa,80 L,1500,Ready to move,,"5,333 / sq ft",17,3
3,Kondhwa,1 Cr,1500,Ready to move,,"6,666 / sq ft",17,3
2,Kondhwa,75 L,1000,Ready to move,,"7,500 / sq ft",16,2
2,Kondhwa,65 L,850,Ready to move,,"7,647 / sq ft",17,2
2,Kondhwa,75 L,950,Ready to move,,"7,894 / sq ft",17,2
2,Kondhwa,70 L,1000,Ready to move,,"7,000 / sq ft",17,2
2,Kondhwa,70 L,950,Ready to move,,"7,368 / sq ft",17,2
2,NIBM Annex Mohammadwadi,70 L,950,Ready to move,,"7,368 / sq ft",16,2
2,Kondhwa,70 L,1000,Ready to move,,"7,000 / sq ft",17,2
2,Kondhwa,70 L,1000,Ready to move,,"7,000 / sq ft",17,2
2,NIBM Annex Mohammadwadi,67 L,850,Ready to move,,"7,882 / sq ft",16,2
2,Kondhwa,70 L,850,Ready to move,,"8,235 / sq ft",17,2
2,Kondhwa,70 L,1000,Ready to move,,"7,000 / sq ft",17,2
2,Kondhwa,65 L,850,Ready to move,,"7,647 / sq ft",17,2
2,Kondhwa,65 L,850,Ready to move,,"7,647 / sq ft",17,2
3,Kondhwa,1 Cr,1500,Ready to move,,"6,666 / sq ft",17,3
1,NIBM Annex Mohammadwadi,43 L,600,Ready to move,,"7,166 / sq ft",14,1
2,Kondhwa,61 L,1000,Ready to move,,"6,100 / sq ft",16,2
2,Kondhwa,70 L,1000,Ready to move,,"7,000 / sq ft",16,2
2,Kondhwa,73 L,1000,Ready to move,,"7,300 / sq ft",16,2
2,Kondhwa,74 L,1000,Ready to move,,"7,400 / sq ft",16,2
3,Kondhwa,95 L,1300,Ready to move,,"7,307 / sq ft",16,3
2,Kondhwa,63 L,1000,Ready to move,,"6,300 / sq ft",16,2
2,Kondhwa,69 L,1000,Ready to move,,"6,900 / sq ft",16,2
2,Kondhwa,65 L,1000,Ready to move,,"6,500 / sq ft",16,2
2,Kondhwa,60 L,1000,Ready to move,,"6,000 / sq ft",16,2
2,Kondhwa,68 L,1000,Ready to move,,"6,800 / sq ft",16,2
2,Kondhwa,67 L,1000,Ready to move,,"6,700 / sq ft",16,2
1,Kondhwa,43 L,610,Ready to move,,"7,049 / sq ft",17,1
1,Kondhwa,42 L,610,Ready to move,,"6,885 / sq ft",16,1
1,Kondhwa,41 L,610,Ready to move,,"6,721 / sq ft",16,1
2,Balewadi,75 L,893,Ready to move,,"8,398 / sq ft",4,2
3,Balewadi,90 L,2259,Ready to move,,"3,984 / sq ft",12,3
2,Ambegaon Budruk,60 L,1120,Ready to move,,"5,357 / sq ft",10,2
3,Dattavadi,1.3 Cr,1001,Ready to move,,"12,987 / sq ft",2,3
2,Warje,70 L,1024,Ready to move,,"6,835 / sq ft",11,2
2,Ambegaon Budruk,60 L,1040,Ready to move,,"5,769 / sq ft",3,2
3,Wakad,1.15 Cr,1549,Under Construction,Possession by Jun 2027,"7,424 / sq ft",,4
2,Wakad,79.8 L,1127,Ready to move,,"7,080 / sq ft",7,2
2,Tathawade,58.11 L,1057,Under Construction,,"5,497 / sq ft",,2
2,Ravet,58.2 L,1042,Under Construction,,"5,585 / sq ft",,2
2,Ravet,58.5 L,1034,Under Construction,Possession by Dec 2024,"5,657 / sq ft",,2
2,Gahunje,1.1 Cr,1341,Ready to move,,"8,202 / sq ft",5,2
3,Wagholi,1.23 Cr,1775,Ready to move,,"6,929 / sq ft",,2
1,NIBM Annex Mohammadwadi,32.5 L,750,Ready to move,,"4,333 / sq ft",0,2
3,Undri,65 L,1368,Under Construction,,"4,751 / sq ft",,3
1,Pirangut,30 L,592,Ready to move,,"5,067 / sq ft",4,1
3,Wanowrie,2.95 Cr,2800,Ready to move,,"10,535 / sq ft",18,3
3,Hadapsar,1.6 Cr,1350,Ready to move,,"11,851 / sq ft",4,3
2,Hadapsar,1.5 Cr,1100,Ready to move,,"13,636 / sq ft",2,2
3,Hinjewadi,1.35 Cr,1600,Ready to move,,"8,437 / sq ft",,3
3,Balewadi,1.81 Cr,1800,Under Construction,Possession by Dec 2026,"10,055 / sq ft",,3
3,Baner,1.75 Cr,1700,Ready to move,,"10,294 / sq ft",12,3
4,Gahunje,2.8 Cr,2600,Ready to move,,"10,769 / sq ft",5,4
3,Hadapsar,1.9 Cr,1450,Ready to move,,"13,103 / sq ft",4,3
2,Wakad,86.36 L,1224,Ready to move,,"7,055 / sq ft",,2
2,Wakad,67.35 L,957,Ready to move,,"7,037 / sq ft",,2
2,Wakad,63.58 L,899,Ready to move,,"7,072 / sq ft",,2
1,Wakad,40.27 L,606,Ready to move,,"6,645 / sq ft",,1
1,Gahunje,70 L,700,Ready to move,,"10,000 / sq ft",5,1
3,Thergaon,88.36 L,1264,Ready to move,,"6,990 / sq ft",,3
2,Thergaon,68.35 L,1043,Ready to move,,"6,553 / sq ft",,2
2,Thergaon,66.38 L,1026,Ready to move,,"6,469 / sq ft",,2
2,Hinjewadi,52.5 L,760,Ready to move,,"6,907 / sq ft",,2
2,Wakad,83.56 L,1177,Ready to move,,"7,099 / sq ft",,2
2,Wakad,78.35 L,1113,Ready to move,,"7,039 / sq ft",,2
3,Wakad,1.55 Cr,1500,Ready to move,,"10,333 / sq ft",0,3
4,Wakad,2.85 Cr,2400,Ready to move,,"11,875 / sq ft",,4
3,Hinjewadi,1.33 Cr,1750,Ready to move,,"7,600 / sq ft",2,3
2,Hinjawadi Village,69.37 L,1017,Ready to move,,"6,821 / sq ft",5,2
1,Hinjawadi Village,43.27 L,662,Ready to move,,"6,536 / sq ft",5,1
2,Hinjawadi Village,77.36 L,1210,Under Construction,,"6,393 / sq ft",,2
2,Hinjawadi Village,60.37 L,977,Under Construction,,"6,179 / sq ft",,2
3,Hinjewadi,91.37 L,1259,Ready to move,,"7,257 / sq ft",,3
2,Hinjewadi,66.38 L,1005,Ready to move,,"6,604 / sq ft",,2
5,Tathawade,2.05 Cr,3250,Ready to move,,"6,307 / sq ft",2,4
2,Manjari,63.3 L,637,Under Construction,Possession by Dec 2026,"9,937 / sq ft",,2
2,Kharadi,80 L,1150,Ready to move,,"6,956 / sq ft",2,2
2,Mundhwa,85 L,894,Ready to move,,"9,507 / sq ft",3,2
1,Kharadi,50 L,683,Ready to move,,"7,320 / sq ft",11,1
2,Kharadi,86 L,1039,Ready to move,,"8,277 / sq ft",10,2
2,Wadgaon Sheri,75 L,726,Ready to move,,"10,330 / sq ft",,2
2,Kharadi,68 L,1236,Ready to move,,"5,501 / sq ft",13,2
3,Kharadi,1.4 Cr,1650,Ready to move,,"8,484 / sq ft",7,3
2,Kharadi,1 Cr,1255,Ready to move,,"7,968 / sq ft",7,2
2,Kharadi,56 L,880,Ready to move,,"6,363 / sq ft",10,2
1,Kharadi,50 L,650,Ready to move,,"7,692 / sq ft",,2
2,Kharadi,90 L,950,Ready to move,,"9,473 / sq ft",12,2
2,Kharadi,85 L,895,Ready to move,,"9,497 / sq ft",3,2
2,Kharadi,98 L,858,Ready to move,,"11,421 / sq ft",,2
2,Kharadi,50 L,855,Ready to move,,"5,847 / sq ft",8,2
2,Kharadi,95 L,1045,Ready to move,,"9,090 / sq ft",12,2
2,Wadgaon Sheri,1 Cr,989,Ready to move,,"10,111 / sq ft",0,2
1,Kharadi,45 L,695,Ready to move,,"6,474 / sq ft",13,1
2,Kharadi,1 Cr,1255,Ready to move,,"7,968 / sq ft",7,2
1,Kharadi,60 L,626,Ready to move,,"9,584 / sq ft",2,1
4,Kharadi,1 Cr,2086,Ready to move,,"4,793 / sq ft",12,4
3,Wagholi,66 L,1680,Ready to move,,"3,928 / sq ft",7,3
2,Wagholi,45 L,987,Ready to move,,"4,559 / sq ft",7,2
2,Wagholi,43 L,1082,Ready to move,,"3,974 / sq ft",8,2
3,Wagholi,85 L,1690,Ready to move,,"5,029 / sq ft",8,3
2,Wagholi,65 L,951,Ready to move,,"6,834 / sq ft",5,2
2,Wagholi,37 L,951,Ready to move,,"3,890 / sq ft",4,2
2,Wagholi,40 L,1023,Ready to move,,"3,910 / sq ft",6,2
3,Wagholi,57 L,1250,Ready to move,,"4,560 / sq ft",9,3
2,Wagholi,42 L,1100,Ready to move,,"3,818 / sq ft",7,2
2,Wagholi,39 L,980,Ready to move,,"3,979 / sq ft",6,2
1,Wagholi,26 L,987,Ready to move,,"2,634 / sq ft",8,2
2,Wagholi,39 L,1080,Ready to move,,"3,611 / sq ft",4,2
2,Wagholi,65 L,1100,Ready to move,,"5,909 / sq ft",7,2
2,Wagholi,48 L,1100,Ready to move,,"4,363 / sq ft",6,2
2,Wagholi,40 L,987,Ready to move,,"4,052 / sq ft",7,2
2,Wagholi,39 L,965,Ready to move,,"4,041 / sq ft",6,2
2,Wagholi,30 L,990,Ready to move,,"3,030 / sq ft",8,2
3,Wagholi,50 L,1200,Ready to move,,"4,166 / sq ft",9,3
1,Wagholi,20 L,558,Ready to move,,"3,584 / sq ft",5,1
2,Wagholi,48 L,880,Ready to move,,"5,454 / sq ft",6,2
1,Wagholi,24 L,427,Ready to move,,"5,620 / sq ft",4,1
2,Wagholi,58 L,1200,Ready to move,,"4,833 / sq ft",7,2
2,Wagholi,50 L,905,Ready to move,,"5,524 / sq ft",9,2
2,Kharadi,75 L,930,Ready to move,,"8,064 / sq ft",14,2
1,Kharadi,45 L,419,Ready to move,,"10,739 / sq ft",,1
1,Kharadi,45 L,419,Under Construction,Possession by Feb 2023,"10,739 / sq ft",,1
1,Kharadi,45 L,419,Under Construction,Possession by Feb 2023,"10,739 / sq ft",,1
2,Kharadi,80 L,964,Ready to move,,"8,298 / sq ft",4,1
2,Wagholi,42 L,987,Under Construction,Possession by Feb 2020,"4,255 / sq ft",,2
2,Wagholi,41 L,982,Ready to move,,"4,175 / sq ft",6,2
1,Wagholi,36 L,675,Ready to move,,"5,333 / sq ft",7,2
3,Wagholi,85 L,1698,Ready to move,,"5,005 / sq ft",8,3
2,Wagholi,42 L,975,Ready to move,,"4,307 / sq ft",6,2
2,Wagholi,42 L,945,Ready to move,,"4,444 / sq ft",9,2
3,Wagholi,50 L,1650,Ready to move,,"3,030 / sq ft",6,3
1,Wagholi,38 L,951,Ready to move,,"3,995 / sq ft",8,2
1,Wagholi,34 L,985,Ready to move,,"3,451 / sq ft",6,2
2,Wagholi,39 L,987,Ready to move,,"3,951 / sq ft",7,2
2,Wagholi,52 L,951,Ready to move,,"5,467 / sq ft",5,2
2,Wagholi,38 L,951,Ready to move,,"3,995 / sq ft",5,2
2,Wagholi,45 L,1005,Ready to move,,"4,477 / sq ft",8,2
1,Wagholi,28 L,686,Ready to move,,"4,081 / sq ft",8,2
2,Wagholi,38 L,951,Ready to move,,"3,995 / sq ft",9,2
2,Wagholi,35 L,987,Ready to move,,"3,546 / sq ft",5,2
1,Wagholi,31 L,753,Ready to move,,"4,116 / sq ft",8,2
1,Wagholi,36 L,750,Ready to move,,"4,800 / sq ft",6,2
2,Wagholi,50 L,1010,Ready to move,,"4,950 / sq ft",9,2
2,Wagholi,50 L,987,Ready to move,,"5,065 / sq ft",6,2
1,Wagholi,30 L,686,Ready to move,,"4,373 / sq ft",8,1
2,Wagholi,40 L,951,Ready to move,,"4,206 / sq ft",5,2
3,Wagholi,86 L,1652,Ready to move,,"5,205 / sq ft",5,2
2,Wagholi,39 L,987,Ready to move,,"3,951 / sq ft",4,2
2,Wagholi,52 L,1011,Ready to move,,"5,143 / sq ft",6,2
2,Wagholi,42 L,1023,Ready to move,,"4,105 / sq ft",9,2
2,Wagholi,30 L,951,Ready to move,,"3,154 / sq ft",7,2
3,Wagholi,64 L,1680,Ready to move,,"3,809 / sq ft",6,3
1,Wagholi,23 L,852,Ready to move,,"2,699 / sq ft",7,2
2,Wagholi,43 L,999,Ready to move,,"4,304 / sq ft",5,2
2,Wagholi,35 L,963,Ready to move,,"3,634 / sq ft",5,2
2,Wagholi,43 L,1023,Ready to move,,"4,203 / sq ft",6,2
3,Hinjewadi,99 L,1232,Under Construction,Possession by Nov 2026,"8,035 / sq ft",,3
1,Hinjewadi,56 L,660,Under Construction,Possession by Nov 2026,"8,484 / sq ft",,1
3,Baner,1.5 Cr,1650,Under Construction,Possession by Jun 2025,"9,090 / sq ft",,3
3,Bavdhan,1.29 Cr,1485,Ready to move,,"8,754 / sq ft",6,3
1,Tingre Nagar,27 L,605,Ready to move,,"4,462 / sq ft",10,1
3,Pimple Saudagar,1.06 Cr,1490,Ready to move,,"7,114 / sq ft",15,3
1,Rahatani,47 L,550,Ready to move,,"8,545 / sq ft",7,1
2,Rahatani,68.7 L,950,Ready to move,,"7,231 / sq ft",17,2
2,Pimple Saudagar,90 L,1250,Ready to move,,"7,200 / sq ft",12,3
2,Pimple Saudagar,85 L,1200,Ready to move,,"7,083 / sq ft",13,2
3,Pimple Saudagar,95 L,1380,Ready to move,,"6,884 / sq ft",8,2
3,Rahatani,1.01 Cr,1450,Ready to move,,"6,965 / sq ft",13,3
1,Rahatani,41 L,605,Ready to move,,"6,776 / sq ft",,1
2,Pimple Saudagar,83 L,1100,Ready to move,,"7,545 / sq ft",8,2
2,Pimple Saudagar,67.5 L,985,Ready to move,,"6,852 / sq ft",10,2
2,Pimple Saudagar,78 L,1320,Ready to move,,"5,909 / sq ft",10,2
3,Pimple Saudagar,95 L,1450,Ready to move,,"6,551 / sq ft",11,3
3,Balewadi,1.07 Cr,1400,Ready to move,,"7,642 / sq ft",13,3
4,Baner,1.22 Cr,1640,Ready to move,,"7,439 / sq ft",11,3
2,Pimple Saudagar,72 L,989,Ready to move,,"7,280 / sq ft",8,2
3,Pimple Saudagar,95 L,1450,Ready to move,,"6,551 / sq ft",11,3
2,Pimple Saudagar,85 L,1150,Ready to move,,"7,391 / sq ft",14,2
2,Wakad,59 L,945,Ready to move,,"6,243 / sq ft",9,2
2,Pimple Saudagar,70 L,1050,Ready to move,,"6,666 / sq ft",12,2
2,Wakad,65 L,900,Under Construction,Possession by Feb 2026,"7,222 / sq ft",,2
2,Pimple Saudagar,69 L,935,Ready to move,,"7,379 / sq ft",16,2
2,Pimple Saudagar,74 L,985,Ready to move,,"7,512 / sq ft",9,2
2,Pimple Saudagar,73.5 L,940,Ready to move,,"7,819 / sq ft",12,2
2,Pimple Saudagar,74 L,1020,Ready to move,,"7,254 / sq ft",11,2
2,Pimple Saudagar,72 L,1005,Ready to move,,"7,164 / sq ft",11,2
3,Rahatani,81 L,1100,Ready to move,,"7,363 / sq ft",3,3
2,Pimple Saudagar,75 L,997,Ready to move,,"7,522 / sq ft",11,2
3,Pimple Saudagar,2.5 Cr,2093,Ready to move,,"11,944 / sq ft",6,3
1,Rahatani,63 L,980,Ready to move,,"6,428 / sq ft",9,2
1,Pimple Saudagar,39.5 L,585,Ready to move,,"6,752 / sq ft",6,1
2,Pimple Saudagar,80 L,1081,Ready to move,,"7,400 / sq ft",9,2
3,Baner,1.32 Cr,1523,Under Construction,Possession by May 2025,"8,699 / sq ft",,3
3,Baner,1.98 Cr,2147,Under Construction,Possession by Feb 2022,"9,222 / sq ft",,3
2,Pimple Saudagar,74 L,985,Ready to move,,"7,512 / sq ft",9,2
4,Baner,2.16 Cr,2315,Under Construction,Possession by May 2025,"9,330 / sq ft",,4
1,Pimple Saudagar,52 L,750,Ready to move,,"6,933 / sq ft",9,1
2,Pimple Saudagar,73 L,1020,Ready to move,,"7,156 / sq ft",7,2
3,Wakad,1.15 Cr,1457,Ready to move,,"7,892 / sq ft",10,3
2,Pimple Saudagar,75 L,920,Ready to move,,"8,152 / sq ft",9,2
2,Pimple Saudagar,74 L,930,Ready to move,,"7,956 / sq ft",6,2
2,Pimple Saudagar,80 L,1100,Ready to move,,"7,272 / sq ft",12,2
2,Rahatani,78 L,1020,Ready to move,,"7,647 / sq ft",8,2
2,Pimple Saudagar,76 L,870,Ready to move,,"8,735 / sq ft",10,2
2,Tathawade,55.6 L,713,Under Construction,Possession by May 2025,"7,798 / sq ft",,2
2,Tathawade,57 L,910,Under Construction,Possession by May 2025,"6,263 / sq ft",,2
2,Pimple Saudagar,77 L,1015,Ready to move,,"7,586 / sq ft",9,2
2,Tathawade,63.5 L,709,Under Construction,Possession by May 2025,"8,956 / sq ft",,2
2,Pimple Saudagar,67 L,985,Ready to move,,"6,802 / sq ft",9,2
2,Pimple Saudagar,85 L,1004,Ready to move,,"8,466 / sq ft",10,2
2,Pimple Saudagar,73 L,989,Ready to move,,"7,381 / sq ft",8,2
2,Pimple Saudagar,72 L,830,Ready to move,,"8,674 / sq ft",7,2
2,Pimple Saudagar,72 L,974,Ready to move,,"7,392 / sq ft",9,2
2,Wakad,74 L,824,Under Construction,Possession by Dec 2026,"8,980 / sq ft",,2
1,Pimple Saudagar,58 L,690,Ready to move,,"8,405 / sq ft",3,2
2,Aundh,1.15 Cr,1258,Ready to move,,"9,141 / sq ft",10,2
3,Pimple Nilakh,94 L,1533,Under Construction,,"6,131 / sq ft",,3
2,Balewadi,66.51 L,1150,Under Construction,Possession by Dec 2023,"5,783 / sq ft",,2
2,Baner,69 L,1090,Under Construction,,"6,330 / sq ft",,2
3,Baner,1.12 Cr,1350,Under Construction,,"8,305 / sq ft",,3
3,Baner,1.2 Cr,1700,Under Construction,Possession by May 2023,"7,058 / sq ft",,3
3,Balewadi,95 L,1570,Under Construction,,"6,050 / sq ft",,3
3,Balewadi,1.21 Cr,1850,Ready to move,,"6,540 / sq ft",,3
3,Balewadi,1.2 Cr,1500,Under Construction,,"8,000 / sq ft",,3
3,Sus,79.85 L,1490,Under Construction,Possession by Dec 2025,"5,359 / sq ft",,3
3,Baner,1.18 Cr,1890,Under Construction,Possession by Dec 2025,"6,285 / sq ft",,3
3,Baner,1.24 Cr,1865,Under Construction,Possession by Dec 2025,"6,648 / sq ft",,3
3,Pimple Nilakh,1.05 Cr,1580,Under Construction,,"6,645 / sq ft",,3
3,Pimple Nilakh,1.02 Cr,1575,Under Construction,,"6,476 / sq ft",,3
3,Pimple Nilakh,98 L,1568,Under Construction,,"6,250 / sq ft",,3
3,Pimple Nilakh,93 L,1588,Under Construction,,"5,856 / sq ft",,3
2,Tathawade,64 L,1125,Under Construction,Possession by Dec 2024,"5,688 / sq ft",,2
3,Pimple Nilakh,95 L,1588,Under Construction,,"5,982 / sq ft",,3
2,Bibwewadi,78 L,1018,Under Construction,Possession by Dec 2027,"7,662 / sq ft",,2
2,Tathawade,64 L,1158,Under Construction,Possession by Dec 2024,"5,526 / sq ft",,2
2,Bibwewadi,76 L,1188,Under Construction,Possession by Dec 2027,"6,397 / sq ft",,2
2,Bibwewadi,67 L,1185,Under Construction,Possession by Dec 2027,"5,654 / sq ft",,2
3,Balewadi,92 L,1588,Ready to move,,"5,793 / sq ft",,3
2,Bibwewadi,68.8 L,1255,Under Construction,Possession by Dec 2027,"5,482 / sq ft",,2
2,Bibwewadi,73 L,1141,Under Construction,Possession by Dec 2027,"6,397 / sq ft",,2
2,Bibwewadi,76.58 L,1108,Under Construction,Possession by Dec 2027,"6,911 / sq ft",,2
3,Balewadi,96 L,1788,Ready to move,,"5,369 / sq ft",,3
2,Tathawade,64 L,1100,Under Construction,Possession by Dec 2024,"5,818 / sq ft",,2
2,Tathawade,58 L,1100,Under Construction,Possession by May 2024,"5,272 / sq ft",,2
3,Baner,95 L,1700,Ready to move,,"5,588 / sq ft",,3
3,Wakad,76.5 L,1567,Under Construction,,"4,881 / sq ft",,3
4,Baner,1.1 Cr,2268,Ready to move,,"4,850 / sq ft",,4
4,Balewadi,1.12 Cr,2360,Ready to move,,"4,745 / sq ft",,4
3,Balewadi,90 L,1750,Ready to move,,"5,142 / sq ft",,3
4,Baner,1.1 Cr,2250,Ready to move,,"4,888 / sq ft",,4
3,Wakad,89 L,1650,Ready to move,,"5,393 / sq ft",,3
2,Handewadi,45 L,1060,Ready to move,,"4,245 / sq ft",1,2
1,Hadapsar,28 L,687,Ready to move,,"4,075 / sq ft",,2
2,Hinjewadi,80.5 L,950,Ready to move,,"8,473 / sq ft",7,2
2,Wagholi,66 L,950,Ready to move,,"6,947 / sq ft",,2
2,Wakad,74.26 L,1084,Under Construction,,"6,850 / sq ft",,2
3,Wakad,1.1 Cr,1100,Under Construction,,"10,000 / sq ft",,3
2,Hinjewadi,55.5 L,850,Ready to move,,"6,529 / sq ft",,2
3,Manjari,84.8 L,894,Under Construction,Possession by Jul 2024,"9,485 / sq ft",,3
2,Wakad,65 L,1060,Ready to move,,"6,132 / sq ft",1,2
3,Hinjewadi,1.15 Cr,1500,Ready to move,,"7,666 / sq ft",8,3
2,Hinjewadi,63 L,1050,Ready to move,,"6,000 / sq ft",8,2
2,Mamurdi,70 L,900,Under Construction,Possession by Feb 2024,"7,777 / sq ft",,2
3,Mamurdi,65 L,900,Under Construction,Possession by Aug 2023,"7,222 / sq ft",,3
2,Hinjewadi,64.28 L,965,Under Construction,Possession by Nov 2023,"6,661 / sq ft",,2
2,Hinjewadi,65.38 L,947,Under Construction,Possession by Nov 2023,"6,903 / sq ft",,2
2,Manjari,54.91 L,980,Ready to move,,"5,603 / sq ft",,2
1,Manjari,35.5 L,711,Ready to move,,"4,992 / sq ft",6,2
2,Wagholi,40 L,793,Ready to move,,"5,044 / sq ft",7,2
2,Kothrud,1.5 Cr,1000,Ready to move,,"15,000 / sq ft",1,2
2,Wakad,48.26 L,846,Ready to move,,"5,704 / sq ft",,2
2,Wakad,44.27 L,773,Ready to move,,"5,727 / sq ft",,2
2,Wakad,53.58 L,810,Ready to move,,"6,614 / sq ft",,2
2,Hinjewadi,54.5 L,750,Ready to move,,"7,266 / sq ft",13,2
3,Wakad,91.36 L,1325,Ready to move,,"6,895 / sq ft",,3
2,Wakad,72.46 L,981,Ready to move,,"7,386 / sq ft",,2
3,Wakad,91.36 L,1147,Ready to move,,"7,965 / sq ft",,3
2,Wakad,69.37 L,980,Ready to move,,"7,078 / sq ft",,2
2,Pimple Saudagar,90 L,1000,Ready to move,,"9,000 / sq ft",13,2
2,Kothrud,1.25 Cr,1123,Under Construction,,"11,130 / sq ft",,2
3,Kothrud,1.75 Cr,1450,Under Construction,Possession by Nov 2024,"12,124 / sq ft",,3
3,Kothrud,1.75 Cr,1446,Under Construction,Possession by Nov 2024,"12,119 / sq ft",,3
2,Kothrud,1.32 Cr,1120,Under Construction,Possession by Nov 2024,"11,800 / sq ft",,2
3,Kothrud,1.75 Cr,1444,Under Construction,Possession by Nov 2024,"12,119 / sq ft",,3
2,Kothrud,1.31 Cr,1113,Under Construction,Possession by Nov 2024,"11,795 / sq ft",,2
